Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
179,Delon Wright,28,2TM,PG,63,39,27.7,3.8,8.2,0.463,1.0,2.7,0.372,2.8,5.5,0.509,0.525,1.6,2.0,0.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,1.2,10.2,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,2TM,PG,63,39,27.7,3.8,8.2,0.463,1.0,2.7,0.372,2.8,5.5,0.509,0.525,1.6,2.0,0.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,1.2,10.2,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,2TM,PG,63,39,27.7,3.8,8.2,0.463,1.0,2.7,0.372,2.8,5.5,0.509,0.525,1.6,2.0,0.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,1.2,10.2,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23.0,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23.0,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23.0,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.8,1.2,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.8,1.2,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.8,1.2,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,DET,PG,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23.0,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23.0,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23.0,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.8,1.2,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.8,1.2,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.8,1.2,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,11.6,0.332,0.259,0.064,0.014,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,1,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,10.5,0.392,0.249,0.041,0.014,0.515,0.661,0.342,0.167,0.5,0.348,0.314,0.839,0.01,3,0.202,1,0
179,Delon Wright,28,SAC,PG,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.398,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,,wrighde01,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3.0,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,12.7,0.253,0.271,0.093,0.013,0.5,0.614,0.41,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0,0
180,Monte Morris,25,DEN,PG,47,13,25.4,4.0,8.2,0.481,1.1,2.9,0.381,2.9,5.4,0.534,0.547,1.2,1.6,0.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,1.0,10.2,,morrimo01,14.0,0.574,0.346,0.189,1.0,8.0,4.6,17.1,1.4,1.1,7.5,16.5,2.0,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,14.0,0.235,0.186,0.119,0.114,0.534,0.769,0.333,0.543,0.364,0.381,0.4,0.804,0.003,1,0.276,2,0
181,Jae Crowder,30,PHO,PF,60,42,27.5,3.3,8.2,0.404,2.5,6.3,0.389,0.9,1.9,0.455,0.555,1.0,1.3,0.76,0.5,4.2,4.7,2.1,0.8,0.5,0.9,2.1,10.1,,crowdja01,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.097,0.3,0.8,1.1,1.3,21.9,0.075,0.049,0.03,0.073,0.455,0.649,0.417,0.267,0.361,0.389,0.804,0.959,0.006,2,0.255,0,0
182,Jeremy Lamb,28,IND,SG,36,8,21.3,3.3,7.7,0.435,1.4,3.6,0.406,1.9,4.1,0.459,0.529,2.0,2.1,0.947,0.7,2.9,3.6,1.5,0.9,0.6,0.6,2.0,10.1,,lambje01,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7,16.4,0.181,0.159,0.149,0.047,0.459,0.58,0.364,0.488,0.231,0.406,0.529,0.827,0.0,0,0.094,1,0
183,Théo Maledon,19,OKC,PG,65,49,27.4,3.5,9.4,0.368,1.6,4.8,0.335,1.9,4.6,0.402,0.454,1.6,2.1,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,1.9,10.1,,maledth01,8.2,0.489,0.51,0.22,1.4,11.0,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4.0,-1.0,-5.0,-1.3,16.8,0.171,0.164,0.107,0.047,0.402,0.419,0.376,0.424,0.379,0.335,0.331,0.781,0.003,1,0.128,3,0
184,Elfrid Payton,26,NYK,PG,63,63,23.6,4.3,9.9,0.432,0.4,1.6,0.286,3.8,8.3,0.46,0.455,1.2,1.7,0.682,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,,paytoel01,11.7,0.478,0.158,0.172,4.7,11.0,7.9,21.6,1.6,0.6,13.3,23.2,-0.9,1.9,1.0,0.032,-2.9,-0.1,-3.0,-0.4,8.4,0.368,0.339,0.093,0.042,0.46,0.576,0.393,0.293,0.346,0.286,0.27,0.964,0.014,7,0.398,0,0
185,Bryn Forbes,27,MIL,SG,70,10,19.3,3.6,7.6,0.473,2.2,4.9,0.452,1.4,2.7,0.511,0.618,0.7,0.9,0.77,0.2,1.4,1.6,0.6,0.3,0.0,0.6,1.1,10.0,,forbebr01,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.0,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,21.0,0.045,0.078,0.091,0.142,0.511,0.542,0.39,0.604,0.507,0.452,0.667,0.968,0.002,1,0.229,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,2TM,SG,39,38,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,,harriga01,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,DEN,SG,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,,harriga01,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,ORL,SG,20,19,25.0,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,ORL,SG,20,19,25.0,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
186,Gary Harris,26,ORL,SG,20,19,25.0,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,,harriga01,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,14.3,0.217,0.196,0.101,0.138,0.366,0.463,0.27,0.368,0.346,0.364,0.533,0.708,0.016,2,0.197,0,0
186,Gary Harris,26,ORL,SG,20,19,25.0,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.3,0.235,0.191,0.067,0.099,0.441,0.605,0.318,0.391,0.324,0.34,0.633,0.854,0.032,10,0.333,0,0
186,Gary Harris,26,ORL,SG,20,19,25.0,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,,harriga01,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,14.4,0.256,0.186,0.026,0.051,0.556,0.75,0.379,0.5,0.25,0.32,0.733,1.0,0.051,8,0.453,0,0
