Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
11,Jayson Tatum,23,BOS,SF,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,MVP-6ASNBA1,tatumja01,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,9.6,0.169,4.3,0.6,5.0,4.8,15.0,0.219,0.169,0.087,0.1,0.524,0.746,0.4,0.331,0.41,0.353,0.425,0.565,0.052,76,0.117,2,0
12,Devin Booker,25,PHO,SG,68,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,MVP-4ASNBA1,bookede01,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,15.8,0.108,0.153,0.22,0.168,0.508,0.699,0.475,0.468,0.473,0.383,0.395,0.634,0.016,21,0.121,2,0
13,Donovan Mitchell,25,UTA,SG,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,AS,mitchdo01,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6,16.7,0.14,0.236,0.077,0.072,0.533,0.708,0.465,0.519,0.434,0.355,0.177,0.483,0.018,21,0.09,2,0
14,Stephen Curry,33,GSW,PG,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,MVP-8ASNBA2,curryst01,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,8.0,0.173,5.4,0.4,5.8,4.4,19.8,0.12,0.134,0.062,0.071,0.527,0.599,0.53,0.513,0.414,0.38,0.368,0.572,0.0,0,0.091,5,0
15,Karl-Anthony Towns,26,MIN,C,74,74,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,ASNBA3,townska01,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,11.4,0.329,0.254,0.049,0.06,0.58,0.684,0.539,0.35,0.356,0.41,0.524,0.873,0.09,97,0.085,0,0
16,Shai Gilgeous-Alexander,23,OKC,PG,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,,gilgesh01,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,11.8,0.217,0.317,0.13,0.047,0.514,0.667,0.447,0.445,0.49,0.3,0.137,0.303,0.023,23,0.077,0,0
17,Zach LaVine,26,CHI,SG,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,AS,lavinza01,20.0,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,15.2,0.264,0.103,0.086,0.147,0.534,0.7,0.451,0.343,0.408,0.389,0.35,0.568,0.055,62,0.139,0,0
18,Paul George,31,LAC,PF,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,,georgpa01,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,0.057,1.8,1.9,3.7,1.6,16.1,0.14,0.118,0.156,0.164,0.467,0.674,0.333,0.455,0.394,0.354,0.209,0.484,0.017,9,0.148,0,0
19,Damian Lillard,31,POR,PG,29,29,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,,lillada01,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,0.079,4.0,-2.7,1.3,0.9,17.2,0.23,0.069,0.069,0.098,0.485,0.575,0.316,0.447,0.481,0.324,0.192,0.446,0.005,2,0.053,0,0
20,Jaylen Brown,25,BOS,SF,66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,,brownja02,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,14.3,0.199,0.229,0.09,0.09,0.544,0.764,0.427,0.491,0.436,0.358,0.471,0.759,0.034,31,0.185,2,0
21,Bradley Beal,28,WAS,SG,40,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,,bealbr01,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0,12.6,0.195,0.237,0.17,0.101,0.508,0.693,0.415,0.473,0.462,0.3,0.358,0.603,0.017,13,0.229,0,0
22,Anthony Davis,28,LAL,C,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,,davisan02,23.9,0.578,0.101,0.351,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2.0,4.5,0.155,2.6,1.2,3.8,2.0,9.3,0.363,0.191,0.142,0.173,0.571,0.794,0.481,0.323,0.408,0.186,0.63,0.846,0.174,109,0.1,0,0
23,De'Aaron Fox,24,SAC,PG,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,,foxde01,17.4,0.549,0.228,0.319,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,1.5,1.0,2.5,0.058,0.6,-1.2,-0.6,0.7,12.2,0.196,0.263,0.185,0.114,0.524,0.72,0.463,0.46,0.448,0.297,0.213,0.541,0.013,14,0.129,0,0
24,Pascal Siakam,27,TOR,PF,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,NBA3,siakapa01,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,11.2,0.216,0.34,0.132,0.132,0.527,0.716,0.498,0.447,0.371,0.344,0.292,0.947,0.026,31,0.183,1,0
25,Brandon Ingram,24,NOP,SF,55,55,34.0,8.2,17.9,0.461,1.3,4.1,0.327,6.9,13.8,0.501,0.498,4.8,5.9,0.826,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7,,ingrabr01,18.7,0.554,0.23,0.328,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2.0,1.9,14.3,0.14,0.149,0.245,0.222,0.501,0.681,0.438,0.51,0.427,0.327,0.396,0.851,0.045,39,0.128,3,1
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,15.9,0.124,0.18,0.16,0.124,0.509,0.646,0.445,0.505,0.486,0.388,0.254,0.637,0.003,4,0.122,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,16.2,0.12,0.159,0.15,0.117,0.476,0.613,0.415,0.49,0.423,0.384,0.223,0.622,0.003,2,0.152,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,15.6,0.128,0.206,0.172,0.132,0.549,0.688,0.476,0.523,0.561,0.394,0.286,0.662,0.004,2,0.072,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7,15.9,0.124,0.18,0.16,0.124,0.509,0.646,0.445,0.505,0.486,0.388,0.254,0.637,0.003,4,0.122,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7,16.2,0.12,0.159,0.15,0.117,0.476,0.613,0.415,0.49,0.423,0.384,0.223,0.622,0.003,2,0.152,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7,15.6,0.128,0.206,0.172,0.132,0.549,0.688,0.476,0.523,0.561,0.394,0.286,0.662,0.004,2,0.072,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.5,1.5,15.9,0.124,0.18,0.16,0.124,0.509,0.646,0.445,0.505,0.486,0.388,0.254,0.637,0.003,4,0.122,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.5,1.5,16.2,0.12,0.159,0.15,0.117,0.476,0.613,0.415,0.49,0.423,0.384,0.223,0.622,0.003,2,0.152,0,0
26,CJ McCollum,30,2TM,PG,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,,mccolcj01,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.5,1.5,15.6,0.128,0.206,0.172,0.132,0.549,0.688,0.476,0.523,0.561,0.394,0.286,0.662,0.004,2,0.072,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,20.9,0.583,0.452,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,4.9,2.7,7.6,0.152,3.7,0.3,4.0,3.7,14.8,0.229,0.231,0.06,0.024,0.476,0.599,0.371,0.433,0.458,0.33,0.185,0.25,0.005,5,0.049,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,20.9,0.583,0.452,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,4.9,2.7,7.6,0.152,3.7,0.3,4.0,3.7,13.9,0.237,0.241,0.059,0.023,0.476,0.575,0.388,0.429,0.563,0.332,0.153,0.225,0.007,5,0.052,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,20.9,0.583,0.452,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,4.9,2.7,7.6,0.152,3.7,0.3,4.0,3.7,15.6,0.21,0.206,0.063,0.028,0.476,0.667,0.322,0.444,0.25,0.326,0.275,0.304,0.0,0,0.043,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,20.4,0.576,0.435,0.496,2.9,20.2,11.7,39.7,1.7,1.7,19.8,28.3,2.6,1.8,4.4,0.13,3.7,0.4,4.1,2.5,14.8,0.229,0.231,0.06,0.024,0.476,0.599,0.371,0.433,0.458,0.33,0.185,0.25,0.005,5,0.049,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,20.4,0.576,0.435,0.496,2.9,20.2,11.7,39.7,1.7,1.7,19.8,28.3,2.6,1.8,4.4,0.13,3.7,0.4,4.1,2.5,13.9,0.237,0.241,0.059,0.023,0.476,0.575,0.388,0.429,0.563,0.332,0.153,0.225,0.007,5,0.052,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,20.4,0.576,0.435,0.496,2.9,20.2,11.7,39.7,1.7,1.7,19.8,28.3,2.6,1.8,4.4,0.13,3.7,0.4,4.1,2.5,15.6,0.21,0.206,0.063,0.028,0.476,0.667,0.322,0.444,0.25,0.326,0.275,0.304,0.0,0,0.043,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,21.8,0.601,0.493,0.65,1.9,18.9,10.5,41.4,1.6,0.6,16.4,24.9,2.3,0.9,3.3,0.197,3.8,0.1,3.8,1.2,14.8,0.229,0.231,0.06,0.024,0.476,0.599,0.371,0.433,0.458,0.33,0.185,0.25,0.005,5,0.049,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,21.8,0.601,0.493,0.65,1.9,18.9,10.5,41.4,1.6,0.6,16.4,24.9,2.3,0.9,3.3,0.197,3.8,0.1,3.8,1.2,13.9,0.237,0.241,0.059,0.023,0.476,0.575,0.388,0.429,0.563,0.332,0.153,0.225,0.007,5,0.052,0,0
27,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,21.8,0.601,0.493,0.65,1.9,18.9,10.5,41.4,1.6,0.6,16.4,24.9,2.3,0.9,3.3,0.197,3.8,0.1,3.8,1.2,15.6,0.21,0.206,0.063,0.028,0.476,0.667,0.322,0.444,0.25,0.326,0.275,0.304,0.0,0,0.043,0,0
28,Darius Garland,22,CLE,PG,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,AS,garlada01,19.0,0.576,0.387,0.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,3.8,2.5,6.3,0.125,3.4,-0.8,2.6,2.8,15.4,0.194,0.182,0.137,0.095,0.512,0.604,0.453,0.497,0.455,0.383,0.261,0.489,0.001,0,0.126,2,1
29,Jimmy Butler,32,MIA,SF,57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,AS,butleji01,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4.0,9.4,0.296,0.286,0.191,0.066,0.52,0.706,0.422,0.468,0.327,0.233,0.369,0.778,0.051,38,0.466,2,0
30,Anthony Edwards,20,MIN,SG,72,72,34.3,7.6,17.3,0.441,3.0,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,,edwaran01,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2.0,14.9,0.277,0.124,0.052,0.051,0.519,0.658,0.368,0.308,0.359,0.357,0.356,0.549,0.055,57,0.085,2,0
31,Dejounte Murray,25,SAS,PG,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,AS,murrade01,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4,12.7,0.214,0.206,0.226,0.116,0.504,0.665,0.418,0.456,0.451,0.327,0.189,0.698,0.019,23,0.17,0,0
32,Tyler Herro,22,MIA,SG,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,6MOY-1,herroty01,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,15.7,0.136,0.191,0.15,0.122,0.477,0.686,0.407,0.452,0.394,0.399,0.328,0.709,0.014,14,0.205,5,0
33,Klay Thompson,31,GSW,SG,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,,thompkl01,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,18.9,0.061,0.129,0.162,0.131,0.477,0.714,0.486,0.409,0.44,0.385,0.636,0.886,0.009,5,0.166,1,0
