Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
11,Stephen Curry,35,GSW,PG,74,74,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4.0,7.7,0.515,0.573,4.0,4.4,0.923,0.5,4.0,4.5,5.1,0.7,0.4,2.8,1.6,26.4,CPOY-1ASNBA3,curryst01,20.6,0.616,0.606,0.224,1.7,12.9,7.4,24.7,1.1,1.0,11.7,31.3,5.2,2.0,7.2,0.142,6.3,-1.1,5.2,4.4,19.8,0.074,0.173,0.065,0.082,0.515,0.692,0.508,0.426,0.441,0.408,0.399,0.611,0.0,0,0.08,2,0
12,Nikola Jokić,28,DEN,C,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,2.5,26.4,MVP-1CPOY-4ASNBA1,jokicni01,31.0,0.65,0.164,0.31,9.3,29.6,19.8,42.0,2.0,2.1,12.9,29.3,12.0,5.1,17.0,0.299,9.0,4.2,13.2,10.6,9.7,0.26,0.404,0.115,0.057,0.626,0.741,0.614,0.537,0.37,0.359,0.572,0.807,0.013,17,0.035,8,0
13,Anthony Edwards,22,MIN,SG,79,78,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,MVP-7CPOY-8ASNBA2,edwaran01,19.7,0.575,0.341,0.325,2.2,14.8,8.8,24.6,1.8,1.3,11.9,32.3,2.9,4.7,7.5,0.13,2.7,0.5,3.3,3.7,14.1,0.228,0.192,0.125,0.114,0.515,0.707,0.438,0.446,0.333,0.357,0.331,0.558,0.051,67,0.086,5,0
14,Tyrese Maxey,23,PHI,PG,70,70,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,MIP-1AS,maxeyty01,19.8,0.573,0.401,0.266,1.5,9.5,5.4,26.7,1.3,1.1,6.8,28.0,5.9,2.1,8.1,0.147,4.1,-1.0,3.1,3.4,14.7,0.222,0.229,0.092,0.056,0.501,0.667,0.406,0.392,0.413,0.373,0.343,0.599,0.004,6,0.072,3,0
15,LeBron James,39,LAL,PF,71,71,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,CPOY-10ASNBA3,jamesle01,23.7,0.63,0.286,0.318,2.8,19.3,11.5,37.5,1.7,1.3,14.5,29.2,5.7,2.8,8.5,0.164,5.5,0.9,6.5,5.4,11.6,0.345,0.217,0.078,0.073,0.592,0.772,0.482,0.313,0.366,0.41,0.435,0.685,0.071,84,0.096,1,0
16,Trae Young,25,ATL,PG,54,54,36.0,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,AS,youngtr01,20.3,0.585,0.465,0.404,1.2,7.3,4.2,45.1,1.8,0.5,16.5,30.5,4.0,0.6,4.6,0.114,4.9,-2.3,2.6,2.2,17.6,0.121,0.189,0.157,0.067,0.479,0.598,0.424,0.456,0.471,0.373,0.252,0.337,0.001,0,0.053,5,0
17,Kyrie Irving,31,DAL,SG,58,58,35.0,9.7,19.5,0.497,3.0,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,1.9,25.6,CPOY-7,irvinky01,21.9,0.608,0.372,0.186,2.4,13.2,7.8,23.8,1.7,1.2,8.0,28.1,4.9,2.0,6.9,0.163,4.8,0.1,4.9,3.6,15.1,0.144,0.226,0.171,0.087,0.548,0.675,0.527,0.518,0.449,0.411,0.375,0.653,0.006,6,0.166,1,0
18,Ja Morant,24,MEM,PG,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,,moranja01,20.6,0.57,0.3,0.376,2.0,15.8,8.6,42.2,1.1,1.5,12.0,30.4,0.5,0.3,0.8,0.124,2.7,0.4,3.1,0.4,11.9,0.288,0.288,0.088,0.035,0.555,0.714,0.49,0.267,0.5,0.275,0.288,0.5,0.047,6,0.098,0,0
19,Anthony Davis,30,LAL,C,76,76,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9.0,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,DPOY-4ASNBA2DEF1,davisan02,25.8,0.621,0.083,0.402,10.4,28.3,19.8,15.5,1.6,5.7,9.5,26.7,7.2,4.7,11.8,0.21,3.5,1.7,5.1,4.9,8.0,0.369,0.309,0.15,0.09,0.582,0.774,0.487,0.432,0.365,0.271,0.67,0.966,0.162,196,0.15,0,0
20,Damian Lillard,33,MIL,PG,73,73,35.3,7.4,17.5,0.424,3.0,8.5,0.354,4.4,9.0,0.49,0.51,6.5,7.0,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,CPOY-11AS,lillada01,19.6,0.59,0.487,0.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,17.2,0.194,0.147,0.078,0.094,0.49,0.677,0.314,0.404,0.45,0.354,0.196,0.509,0.01,8,0.058,7,0
21,DeMar DeRozan,34,CHI,SF,79,79,37.8,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2.0,24.0,CPOY-2,derozde01,19.7,0.584,0.166,0.452,1.6,11.3,6.4,21.8,1.5,1.5,7.7,25.8,7.0,2.2,9.2,0.147,2.1,-0.3,1.8,2.8,13.2,0.182,0.172,0.25,0.23,0.509,0.684,0.494,0.49,0.402,0.333,0.282,0.853,0.019,18,0.316,1,0
22,Julius Randle,29,NYK,PF,46,46,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,AS,randlju01,18.9,0.569,0.292,0.361,6.8,22.4,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1.9,3.8,0.113,2.2,-0.3,1.9,1.6,11.7,0.266,0.291,0.115,0.037,0.539,0.689,0.469,0.406,0.419,0.311,0.423,0.868,0.032,24,0.148,0,0
23,LaMelo Ball,22,CHO,PG,22,22,32.3,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,,ballla01,20.8,0.561,0.466,0.246,4.4,13.7,8.9,43.1,2.8,0.5,15.0,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1.0,15.4,0.191,0.265,0.054,0.024,0.5,0.654,0.455,0.348,0.1,0.355,0.159,0.586,0.002,0,0.157,0,0
24,Desmond Bane,25,MEM,SG,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1.0,0.5,2.7,2.9,23.7,,banede01,18.5,0.589,0.464,0.207,2.6,11.8,7.0,29.2,1.5,1.4,11.7,28.5,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7,15.9,0.216,0.168,0.061,0.091,0.536,0.72,0.377,0.553,0.38,0.381,0.404,0.613,0.009,7,0.144,2,0
25,Kawhi Leonard,32,LAC,SF,68,68,34.3,9.0,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,ASNBA2,leonaka01,23.2,0.626,0.289,0.246,4.2,15.6,10.1,16.9,2.4,2.3,8.5,26.5,6.0,2.9,8.9,0.184,4.8,0.6,5.5,4.4,13.9,0.168,0.2,0.246,0.097,0.569,0.79,0.539,0.5,0.425,0.417,0.451,0.657,0.072,76,0.193,0,0
26,Lauri Markkanen,26,UTA,PF,55,55,33.1,7.8,16.2,0.48,3.2,8.0,0.399,4.6,8.2,0.559,0.578,4.5,5.0,0.899,2.2,5.9,8.2,2.0,0.9,0.5,1.4,1.8,23.2,,markkla01,21.5,0.631,0.493,0.311,7.4,19.6,13.6,9.5,1.3,1.3,7.1,25.0,5.2,0.9,6.2,0.163,5.1,-1.5,3.6,2.6,15.7,0.175,0.24,0.061,0.03,0.559,0.724,0.5,0.389,0.407,0.399,0.742,0.983,0.098,77,0.178,1,0
27,Jaylen Brown,27,BOS,SF,70,70,33.5,9.0,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,AS,brownja02,18.6,0.58,0.326,0.239,4.0,13.4,8.9,16.6,1.8,1.4,10.7,28.9,2.7,3.2,5.9,0.121,0.9,-0.1,0.7,1.6,13.0,0.247,0.237,0.119,0.07,0.57,0.723,0.487,0.52,0.398,0.354,0.429,0.634,0.075,76,0.205,0,0
28,Zion Williamson,23,NOP,PF,70,70,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5.0,7.1,0.702,1.7,4.1,5.8,5.0,1.1,0.7,2.8,2.3,22.9,,willizi01,22.8,0.61,0.016,0.452,6.2,14.2,10.2,26.5,1.7,2.1,12.8,29.7,4.7,2.8,7.5,0.164,3.3,0.6,3.8,3.3,4.0,0.547,0.404,0.03,0.003,0.574,0.717,0.396,0.394,0.333,0.333,0.474,0.833,0.08,78,0.111,0,0
29,Cade Cunningham,22,DET,PG,62,62,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,,cunnica01,17.1,0.546,0.287,0.235,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2,13.5,0.177,0.275,0.154,0.106,0.487,0.618,0.402,0.528,0.427,0.355,0.262,0.706,0.022,23,0.116,5,0
30,Paolo Banchero,21,ORL,PF,80,80,35.0,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,AS,banchpa01,17.3,0.546,0.249,0.397,3.4,20.0,11.6,25.2,1.3,1.6,13.0,29.7,1.3,4.0,5.3,0.09,1.3,0.0,1.3,2.3,12.6,0.225,0.235,0.183,0.108,0.493,0.703,0.403,0.395,0.421,0.339,0.363,0.655,0.063,80,0.068,2,0
31,Paul George,33,LAC,PF,74,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,AS,georgpa01,19.3,0.613,0.476,0.235,1.7,15.3,8.8,16.1,2.2,1.3,10.1,26.6,4.4,2.8,7.3,0.14,2.9,0.2,3.2,3.3,17.7,0.128,0.125,0.122,0.15,0.523,0.703,0.448,0.523,0.432,0.413,0.448,0.733,0.032,29,0.138,1,0
32,Anfernee Simons,24,POR,SG,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,,simonan01,15.9,0.568,0.484,0.213,1.5,10.9,5.9,27.6,0.7,0.3,12.1,28.0,1.7,0.5,2.2,0.068,2.7,-2.5,0.2,0.8,17.1,0.14,0.183,0.105,0.088,0.472,0.658,0.392,0.477,0.338,0.385,0.162,0.622,0.018,14,0.077,0,0
33,Jaren Jackson Jr.,24,MEM,C,66,66,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6.0,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,,jacksja02,17.4,0.552,0.315,0.359,4.2,15.0,9.4,13.1,1.8,4.7,10.6,30.4,0.2,2.8,3.0,0.067,0.0,0.4,0.4,1.3,11.9,0.221,0.39,0.066,0.008,0.501,0.63,0.439,0.455,0.333,0.32,0.491,0.932,0.034,34,0.15,8,0
34,Dejounte Murray,27,ATL,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6.0,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,,murrade01,17.7,0.555,0.379,0.179,2.3,14.4,8.1,27.9,1.9,0.8,11.3,26.6,3.3,1.6,4.9,0.084,2.3,-0.6,1.7,2.6,14.9,0.17,0.191,0.181,0.079,0.518,0.581,0.464,0.521,0.509,0.363,0.261,0.706,0.011,14,0.222,1,0
35,Cam Thomas,22,BRK,SG,66,51,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,,thomaca02,16.1,0.554,0.333,0.281,1.4,10.1,5.6,15.7,1.1,0.7,8.5,30.5,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,14.8,0.138,0.225,0.187,0.117,0.481,0.646,0.433,0.462,0.41,0.364,0.432,0.674,0.002,2,0.126,1,0
36,Kyle Kuzma,28,WAS,PF,70,70,32.6,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,,kuzmaky01,15.7,0.547,0.343,0.183,2.8,19.3,10.9,20.7,0.8,1.8,11.9,29.7,-1.0,1.1,0.2,0.004,0.5,-1.6,-1.1,0.5,13.7,0.206,0.272,0.117,0.062,0.53,0.789,0.451,0.357,0.341,0.336,0.538,0.788,0.046,57,0.222,1,0
37,Karl-Anthony Towns,28,MIN,PF,62,62,32.7,7.7,15.3,0.504,2.2,5.3,0.416,5.5,10.1,0.55,0.575,4.1,4.7,0.873,1.5,6.8,8.3,3.0,0.7,0.7,2.9,3.3,21.8,AS,townska01,18.8,0.625,0.344,0.307,5.5,22.6,14.4,15.1,1.0,1.8,14.1,27.4,2.6,3.6,6.3,0.148,1.6,0.9,2.5,2.3,12.7,0.258,0.29,0.063,0.045,0.55,0.69,0.471,0.45,0.395,0.416,0.641,0.971,0.043,35,0.089,1,0
38,Pascal Siakam,29,2TM,PF,80,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,7.5,12.8,0.581,0.569,3.6,5.0,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4,21.7,,siakapa01,19.7,0.601,0.194,0.312,5.8,18.1,11.9,19.4,1.1,0.8,8.9,25.3,5.4,1.5,6.9,0.124,2.6,-0.7,1.9,2.7,9.9,0.304,0.312,0.129,0.061,0.581,0.739,0.515,0.445,0.423,0.346,0.507,0.976,0.033,40,0.297,0,0
38,Pascal Siakam,29,TOR,PF,39,39,34.7,8.3,16.0,0.522,1.2,3.7,0.317,7.2,12.3,0.584,0.559,4.3,5.7,0.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2,,siakapa01,18.8,0.6,0.233,0.358,4.3,15.9,10.0,22.1,1.1,0.7,10.3,25.3,2.4,0.6,3.0,0.106,2.2,-0.8,1.4,1.2,10.7,0.284,0.307,0.125,0.051,0.584,0.768,0.503,0.474,0.313,0.317,0.53,0.978,0.037,22,0.276,0,0
38,Pascal Siakam,29,IND,PF,41,41,31.8,8.7,15.8,0.549,1.0,2.5,0.386,7.7,13.3,0.58,0.579,3.0,4.2,0.699,2.1,5.7,7.8,3.7,0.8,0.4,1.4,2.6,21.3,,siakapa01,20.7,0.602,0.156,0.267,7.4,20.3,13.9,16.5,1.1,0.9,7.4,25.2,3.0,0.9,3.9,0.143,3.0,-0.5,2.5,1.5,9.1,0.324,0.316,0.133,0.071,0.58,0.714,0.527,0.419,0.5,0.386,0.486,0.974,0.029,18,0.327,0,0
39,Victor Wembanyama,20,SAS,C,71,71,29.7,7.8,16.7,0.465,1.8,5.5,0.325,6.0,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4,ROY-1DPOY-2DEF1,wembavi01,23.1,0.565,0.332,0.309,8.2,30.7,19.4,21.5,2.0,10.0,16.2,32.2,-0.7,4.4,3.7,0.085,1.9,3.3,5.2,3.8,13.0,0.293,0.204,0.089,0.082,0.534,0.706,0.463,0.321,0.33,0.325,0.728,0.797,0.158,165,0.056,1,0
40,Jamal Murray,26,DEN,PG,59,59,31.5,8.0,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1.0,0.7,2.1,1.8,21.2,,murraja01,20.7,0.586,0.346,0.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,3.8,2.1,5.9,0.153,4.5,-0.4,4.1,2.9,15.2,0.166,0.167,0.169,0.151,0.51,0.652,0.461,0.455,0.47,0.425,0.337,0.6,0.019,19,0.111,2,0
41,Alperen Şengün,21,HOU,C,63,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,21.1,,sengual01,22.0,0.585,0.113,0.358,9.5,21.5,15.4,25.2,1.8,2.1,12.5,27.0,3.8,3.1,6.9,0.163,3.1,1.7,4.9,3.5,7.9,0.338,0.394,0.115,0.04,0.567,0.69,0.496,0.513,0.385,0.297,0.626,1.0,0.075,64,0.018,2,0
42,Miles Bridges,25,CHO,SF,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11.0,0.529,0.527,2.5,3.1,0.825,1.0,6.3,7.3,3.3,0.9,0.5,2.0,1.7,21.0,,bridgmi02,15.4,0.556,0.372,0.174,3.0,19.5,11.0,14.6,1.2,1.2,9.6,24.7,0.7,1.4,2.2,0.04,0.2,-1.3,-1.1,0.6,13.6,0.283,0.207,0.058,0.081,0.529,0.696,0.424,0.343,0.347,0.349,0.555,0.879,0.058,66,0.196,7,0
43,Jerami Grant,29,POR,PF,54,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5.0,10.6,0.474,0.516,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,,grantje01,15.4,0.573,0.325,0.367,2.1,10.0,5.8,13.8,1.2,1.7,10.5,25.7,1.7,1.0,2.7,0.071,1.0,-1.1,-0.1,0.9,13.2,0.214,0.255,0.096,0.109,0.474,0.599,0.406,0.415,0.441,0.402,0.445,0.973,0.028,18,0.333,0,0
44,Jimmy Butler,34,MIA,PF,60,60,34.0,6.6,13.2,0.499,1.0,2.4,0.414,5.6,10.8,0.519,0.537,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.3,0.3,1.7,1.1,20.8,,butleji01,22.0,0.626,0.183,0.579,5.8,11.9,8.8,23.1,1.9,0.8,9.3,24.0,6.4,2.7,9.1,0.214,3.9,0.7,4.6,3.4,9.7,0.267,0.356,0.139,0.055,0.519,0.679,0.465,0.391,0.409,0.414,0.452,0.8,0.057,41,0.483,0,0
45,Tyler Herro,24,MIA,SG,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,,herroty01,15.7,0.558,0.453,0.151,1.5,16.5,8.9,22.4,1.1,0.2,10.6,27.8,0.4,1.6,2.0,0.068,1.5,-0.7,0.8,1.0,17.0,0.086,0.197,0.166,0.098,0.478,0.587,0.49,0.467,0.375,0.396,0.417,0.811,0.008,4,0.12,1,0
46,Brandon Ingram,26,NOP,SF,64,64,32.9,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,0.534,3.8,4.8,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8,,ingrabr01,18.2,0.578,0.238,0.302,2.3,14.7,8.6,26.7,1.2,1.9,12.4,27.2,2.7,2.4,5.1,0.117,1.4,-0.3,1.2,1.7,14.4,0.147,0.155,0.28,0.179,0.534,0.753,0.449,0.512,0.462,0.355,0.415,0.779,0.034,35,0.128,2,0
